loadsmart_id,shipper_name,delivery_date,pickup_city,pickup_state,delivery_city,delivery_state,book_price,carrier_name
206555553,Shipper 758,2024-12-19 04:16:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206555809,Shipper 1249,2024-12-08 11:55:00,Fort Collins,CO,Durango,CO,1408.84,Carrier 1226345
206556761,Shipper 1249,2024-12-18 08:58:00,Jacksonville,FL,Huntsville,AL,829.0,Carrier 1013471
206557409,Shipper 1249,2024-12-13 08:46:00,Newark,NJ,Pittsburgh,PA,1273.68,Carrier 1592370
206557417,Shipper 1249,2024-12-18 13:30:00,Fort Collins,CO,Adelanto,CA,1653.23,Carrier 1025622
206558097,Shipper 1249,2024-12-05 10:40:00,St. Louis,MO,Dubuque,IA,1779.64,Carrier 1695720
206558481,Shipper 1249,2024-12-18 15:00:00,St. Louis,MO,Metairie,LA,2115.52,Carrier 1695548
206558489,Shipper 1249,2024-12-21 09:30:00,Colonial Heights,VA,Wilmington,NC,905.76,Carrier 972736
206559065,Shipper 758,2024-12-28 11:30:00,Lodi,CA,Pacific,WA,1949.42,Carrier 75065
206560001,Shipper 1044,2024-12-12 09:41:00,Oxnard,CA,Eagan,MN,5271.0,Carrier 971923
206560009,Shipper 1644,2024-12-07 19:15:00,Naperville,IL,Swedesboro,NJ,2928.05,Carrier 1545580
206560481,Shipper 1249,2024-12-16 08:25:00,Cartersville,GA,Ocala,FL,1509.88,Carrier 1592370
206560489,Shipper 1249,2024-12-22 11:00:00,Jacksonville,FL,Fort Myers,FL,864.12,Carrier 200419
206560497,Shipper 1249,2024-12-27 12:00:00,Fort Collins,CO,Pittsburgh,PA,3583.79,Carrier 472163
206561193,Shipper 1249,2024-12-18 10:10:00,Fort Collins,CO,Minot,ND,1802.04,Carrier 707147
206561481,Shipper 1644,2024-12-04 16:00:00,Etowah,TN,Reno,NV,4269.76,Carrier 1695713
206561489,Shipper 1644,2024-12-18 16:30:00,Lakewood,NY,Portland,OR,5544.53,Carrier 951426
206561825,Shipper 1249,2024-12-22 08:20:00,Cartersville,GA,Valdosta,GA,822.24,Carrier 994003
206562921,Shipper 1644,2024-12-18 15:30:00,Morganton,NC,Reno,NV,4953.31,Carrier 1695775
206563153,Shipper 1644,2024-12-12 14:45:00,North Charleston,SC,Reno,NV,5085.99,Carrier 166414
206564673,Shipper 1249,2024-12-21 09:15:00,Jacksonville,FL,Sanford,FL,666.32,Carrier 1695743
206564681,Shipper 1644,2024-12-29 14:40:00,Toledo,OH,Memphis,TN,2722.38,Carrier 1386221
206567017,Shipper 832,2024-12-13 03:00:00,Westfield,MA,Franklin Park,IL,1750.0,Carrier 1188364
206567137,Shipper 1249,2024-12-20 12:30:00,Cartersville,GA,Longview,TX,1513.37,Carrier 1327195
206567321,Shipper 1249,2024-12-15 06:30:00,Jacksonville,FL,Sanford,FL,725.32,Carrier 1695743
206567505,Shipper 1249,2024-12-22 11:00:00,Jacksonville,FL,Sanford,FL,1666.32,Carrier 1695743
206568321,Shipper 1249,2024-12-21 09:00:00,Aurora,CO,Grand Island,NE,694.0,Carrier 166414
206569721,Shipper 1644,2024-12-04 12:00:00,Morganton,NC,Reno,NV,4903.53,Carrier 1025747
206569729,Shipper 1249,2024-12-22 09:30:00,Jacksonville,FL,Columbia,SC,607.76,Carrier 1695814
206570401,Shipper 1644,2024-12-01 09:00:00,Decatur,IN,Portland,OR,199.92,Carrier 1058714
206570841,Shipper 758,2024-12-14 19:45:00,Kent,WA,Spokane,WA,125.0,Carrier 1467037
206571257,Shipper 1249,2024-12-10 21:30:00,Fairfield,CA,Granite City,IL,5933.23,Carrier 1042215
206571273,Shipper 758,2024-12-22 11:30:00,Lodi,CA,Pacific,WA,1949.42,Carrier 46296
206571713,Shipper 585,2024-12-29 14:41:00,Compton,CA,Sacramento,CA,1800.0,Carrier 1332603
206571721,Shipper 1249,2024-12-28 14:00:00,Cartersville,GA,Savannah,GA,1058.04,Carrier 1695829
206572137,Shipper 1644,2024-12-28 14:40:00,Lockport,IL,Cleveland,NC,3753.88,Carrier 19121
206572233,Shipper 1249,2024-12-06 03:45:00,Johnstown,PA,Baldwinsville,NY,1710.71,Carrier 97236
206572249,Shipper 1249,2024-12-05 09:45:00,Jacksonville,FL,Homestead,FL,1487.04,Carrier 73823
206572257,Shipper 758,2024-12-22 11:30:00,Lodi,CA,Pacific,WA,1949.42,Carrier 46296
206573785,Shipper 1644,2024-12-12 14:00:00,Brighton,MI,Statesville,NC,200.0,Carrier 19121
206574897,Shipper 758,2024-12-11 11:00:00,Lodi,CA,Pacific,WA,1955.56,Carrier 1086443
206576457,Shipper 1249,2024-12-21 07:30:00,Jacksonville,FL,Rock Hill,SC,672.08,Carrier 1227091
206579857,Shipper 758,2024-12-29 14:00:00,Los Angeles,CA,Temecula,CA,725.0,Carrier 1247580
206581929,Shipper 758,2024-12-12 01:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 804788
206582865,Shipper 758,2024-12-12 13:10:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 742049
206582873,Shipper 1249,2024-12-29 09:45:00,Jacksonville,FL,Charleston,SC,611.88,Carrier 84317
206584065,Shipper 758,2024-12-15 23:15:00,Vernon,CA,Tracy,CA,803.14,Carrier 1235804
206584073,Shipper 758,2024-12-14 02:15:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 804788
206584257,Shipper 1644,2024-12-04 12:00:00,Decatur,IN,Mount Holly,NC,2797.59,Carrier 88258
206584369,Shipper 758,2024-12-30 13:00:00,Denver,CO,Tempe,AZ,2230.98,Carrier 770018
206584793,Shipper 758,2024-12-05 23:20:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 804788
206584801,Shipper 1249,2024-12-14 08:00:00,Jacksonville,FL,Sarasota,FL,896.32,Carrier 1042270
206585265,Shipper 1249,2024-12-04 09:00:00,St. Louis,MO,La Vergne,TN,1455.12,Carrier 1615975
206585337,Shipper 1249,2024-12-15 11:00:00,Jacksonville,FL,Melbourne,FL,725.76,Carrier 613999
206585345,Shipper 1249,2024-12-20 09:30:00,Cartersville,GA,Atlanta,GA,532.52,Carrier 1554386
206585601,Shipper 758,2024-12-12 21:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 804788
206585609,Shipper 1644,2024-12-16 08:00:00,Decatur,IN,Mount Holly,NC,2909.27,Carrier 30549
206586041,Shipper 1644,2024-12-19 23:30:00,Decatur,IN,Mount Holly,NC,2909.26,Carrier 30549
206586825,Shipper 1249,2024-12-06 10:00:00,Sapulpa,OK,Warner Robins,GA,4114.33,Carrier 84317
206587401,Shipper 1644,2024-12-01 16:00:00,Ontario,CA,Laredo,TX,3376.29,Carrier 27691
206587833,Shipper 1644,2024-12-08 11:16:00,Decatur,IN,Mount Holly,NC,2373.2,Carrier 1410092
206588809,Shipper 758,2024-12-13 21:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206588825,Shipper 1249,2024-12-13 09:30:00,Jacksonville,FL,Fort Myers,FL,1017.12,Carrier 983258
206589065,Shipper 1249,2024-12-18 15:00:00,Newark,NJ,Lincolnwood,IL,1072.08,Carrier 1465972
206589073,Shipper 758,2024-12-30 02:00:00,Taft,CA,Tracy,CA,713.23,Carrier 1558859
206589817,Shipper 758,2024-12-06 22:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206589833,Shipper 758,2024-12-20 02:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206590625,Shipper 1249,2024-12-22 23:15:00,Aurora,CO,Grand Forks,ND,2125.56,Carrier 1674128
206591009,Shipper 1175,2024-12-14 16:30:00,Narvon,PA,Philadelphia,PA,628.1,Carrier 1695664
206592121,Shipper 758,2024-12-04 02:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206592153,Shipper 1644,2024-12-01 16:00:00,Ontario,CA,Laredo,TX,3434.76,Carrier 27691
206592161,Shipper 585,2024-12-28 14:30:00,Bolingbrook,IL,Commerce,GA,2800.0,Carrier 1465972
206592809,Shipper 1249,2024-12-20 13:20:00,St. Louis,MO,Muscle Shoals,AL,1129.28,Carrier 53590
206592825,Shipper 1644,2024-12-22 10:45:00,Xenia,OH,Memphis,TN,1914.02,Carrier 32794
206593769,Shipper 758,2024-12-04 10:35:00,Lodi,CA,Pacific,WA,1955.56,Carrier 73246
206593785,Shipper 1249,2024-12-22 11:30:00,Fort Collins,CO,Grand Forks,ND,1756.16,Carrier 1103124
206595321,Shipper 1249,2024-12-06 10:30:00,St. Louis,MO,Olive Branch,MS,1361.24,Carrier 1072494
206595329,Shipper 758,2024-12-15 00:20:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 546141
206595345,Shipper 1644,2024-12-19 17:30:00,Atkins,VA,Cleveland,NC,1065.06,Carrier 93616
206595665,Shipper 1249,2024-12-22 06:30:00,Jacksonville,FL,Merrimack,NH,2467.14,Carrier 1695802
206596833,Shipper 1249,2024-12-20 13:45:00,Columbus,OH,Cartersville,GA,2120.01,Carrier 1046654
206598617,Shipper 1249,2024-12-21 17:00:00,Newark,NJ,Cranston,RI,1001.88,Carrier 1695491
206600057,Shipper 1644,2024-12-03 11:30:00,North Charleston,SC,Laredo,TX,2962.91,Carrier 84277
206600065,Shipper 1249,2024-12-22 13:30:00,Jacksonville,FL,Evans,GA,482.48,Carrier 47540
206600385,Shipper 1249,2024-12-19 15:07:00,Fort Collins,CO,Yankton,SD,1112.4,Carrier 1021495
206600441,Shipper 1175,2024-12-18 15:50:00,Hillsborough Township,NJ,Philadelphia,PA,529.6,Carrier 1084218
206600457,Shipper 1249,2024-12-23 10:25:00,Newark,NJ,Cedar Rapids,IA,1545.52,Carrier 1640346
206601193,Shipper 1249,2024-12-01 09:00:00,Fairfield,CA,Rapid City,SD,250.0,Carrier 1064000
206601569,Shipper 1644,2024-12-22 07:00:00,Akron,OH,Statesville,NC,1617.55,Carrier 1358452
206601577,Shipper 1249,2024-12-22 15:00:00,Cartersville,GA,Richland,MS,964.2,Carrier 958298
206603833,Shipper 1644,2024-12-06 16:00:00,Decatur,IN,Cleveland,NC,2497.35,Carrier 1403627
206603841,Shipper 758,2024-12-20 04:26:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206605185,Shipper 1175,2024-12-21 12:35:00,Philadelphia,PA,Newark,NJ,536.7,Carrier 1084218
206605873,Shipper 1249,2024-12-21 08:22:00,Cartersville,GA,Soddy-Daisy,TN,567.32,Carrier 1475394
206606065,Shipper 1644,2024-12-04 11:30:00,Wylie,TX,Memphis,TN,1003.75,Carrier 1057610
206606473,Shipper 758,2024-12-02 00:30:00,Taft,CA,Tracy,CA,750.12,Carrier 1624707
206606481,Shipper 758,2024-12-28 00:45:00,Henderson,NV,Tracy,CA,958.11,Carrier 1309197
206606657,Shipper 758,2024-12-02 03:30:00,Henderson,NV,Tracy,CA,912.21,Carrier 103600
206607089,Shipper 758,2024-12-01 01:30:00,Taft,CA,Tracy,CA,715.12,Carrier 955586
206607097,Shipper 1249,2024-12-20 08:30:00,Colonial Heights,VA,Linwood,NC,797.08,Carrier 1247402
206607113,Shipper 1249,2024-12-16 07:50:00,Jacksonville,FL,Melbourne,FL,725.76,Carrier 159867
206607753,Shipper 1249,2024-12-22 11:20:00,Cartersville,GA,Ebro,FL,988.88,Carrier 1695246
206608521,Shipper 758,2024-12-15 12:00:00,Lodi,CA,Pacific,WA,1949.42,Carrier 86454
206608529,Shipper 758,2024-12-16 04:30:00,Henderson,NV,Tracy,CA,1008.11,Carrier 491840
206610105,Shipper 923,2024-12-07 11:30:00,Medley,FL,Montgomery,AL,870.0,Carrier 1452983
206610889,Shipper 758,2024-12-14 12:00:00,Lodi,CA,Pacific,WA,1949.42,Carrier 86454
206617809,Shipper 1249,2024-12-19 08:56:00,Jacksonville,FL,Loxley,AL,951.54,Carrier 166414
206618401,Shipper 1249,2024-12-19 08:00:00,Cartersville,GA,Midway,FL,1085.92,Carrier 166414
206619449,Shipper 1644,2024-12-18 09:00:00,Lakewood,NY,Statesville,NC,200.0,Carrier 15344
206620801,Shipper 758,2024-12-12 10:25:00,Jurupa Valley,CA,Brea,CA,924.37,Carrier 1530261
206620809,Shipper 1249,2024-12-22 13:00:00,Fort Collins,CO,Grand Forks,ND,1756.16,Carrier 1695808
206621585,Shipper 1249,2024-12-22 11:00:00,Newark,NJ,Homestead,FL,3109.6,Carrier 974851
206622601,Shipper 1249,2024-12-10 06:00:00,Los Angeles,CA,Newark,NJ,250.0,Carrier 1058714
206624081,Shipper 1644,2024-12-08 09:30:00,Toledo,OH,Canton,OH,848.4,Carrier 1385101
206624089,Shipper 1249,2024-12-12 10:30:00,Jacksonville,FL,Homestead,FL,1210.04,Carrier 1352546
206624097,Shipper 1249,2024-12-15 13:00:00,Cartersville,GA,Charleston,SC,950.16,Carrier 109758
206625241,Shipper 1644,2024-12-07 18:00:00,Del Rio,TX,Mount Holly,NC,3423.5,Carrier 19121
206625641,Shipper 758,2024-12-14 12:00:00,Lodi,CA,Pacific,WA,1949.42,Carrier 46296
206627225,Shipper 1644,2024-12-26 12:59:00,Trenton,MO,Reno,NV,6392.49,Carrier 690828
206628337,Shipper 1644,2024-12-15 15:00:00,Wylie,TX,Statesville,NC,2451.5,Carrier 1695767
206630913,Shipper 1249,2024-12-11 11:30:00,Jacksonville,FL,Fort Myers,FL,1165.12,Carrier 982548
206631577,Shipper 968,2024-12-04 16:00:00,Pennsauken Township,NJ,Newark,NJ,597.5,Carrier 958291
206631585,Shipper 1249,2024-12-22 08:45:00,Jacksonville,FL,Winston-Salem,NC,789.08,Carrier 1694001
206632913,Shipper 1249,2024-12-19 07:02:00,St. Louis,MO,La Porte,TX,2428.23,Carrier 775562
206632921,Shipper 1644,2024-12-24 12:00:00,Decatur,IN,Cleveland,NC,2756.61,Carrier 30549
206633601,Shipper 758,2024-12-04 22:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 804788
206635017,Shipper 1249,2024-12-18 09:15:00,St. Louis,MO,Longview,TX,1656.52,Carrier 1695487
206636617,Shipper 1249,2024-12-14 19:30:00,Jacksonville,FL,Tampa,FL,759.84,Carrier 1399434
206640873,Shipper 1249,2024-12-21 10:03:00,St. Louis,MO,Des Moines,IA,833.08,Carrier 89123
206641065,Shipper 1644,2024-12-08 16:00:00,Decatur,IN,Cleveland,NC,2248.68,Carrier 1693795
206641073,Shipper 1249,2024-12-20 15:30:00,Jacksonville,FL,Fort Lauderdale,FL,909.8,Carrier 8900
206641193,Shipper 758,2024-12-11 00:45:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206643217,Shipper 1184,2024-12-01 10:40:00,Pennsauken Township,NJ,York,PA,645.0,Carrier 1695664
206643713,Shipper 1249,2024-12-06 09:00:00,Williamsburg,VA,Norcross,GA,2008.36,Carrier 1368850
206644553,Shipper 585,2024-12-04 12:15:00,Compton,CA,Plant City,FL,6500.0,Carrier 93448
206645257,Shipper 758,2024-12-04 20:00:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206646993,Shipper 1644,2024-12-19 08:12:00,Decatur,IN,Canton,OH,873.94,Carrier 996559
206647513,Shipper 1249,2024-12-21 10:13:00,Cartersville,GA,Richland,MS,964.2,Carrier 1695799
206648737,Shipper 758,2024-12-09 02:00:00,Bellevue,WA,Portland,OR,949.58,Carrier 41610
206649033,Shipper 762,2024-12-08 15:40:00,Cowarts,AL,Montgomery,AL,785.0,Carrier 1640414
206649585,Shipper 1644,2024-12-02 14:00:00,Lakewood,NY,Laredo,TX,200.0,Carrier 1239696
206649593,Shipper 758,2024-12-13 10:30:00,Lodi,CA,Pacific,WA,1949.42,Carrier 73246
206652161,Shipper 1644,2024-12-14 20:30:00,Morganton,NC,Reno,NV,4953.31,Carrier 1695684
206653201,Shipper 758,2024-12-22 00:13:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206656673,Shipper 1644,2024-12-20 14:30:00,Rossville,GA,Cleveland,NC,1640.8,Carrier 69267
206656985,Shipper 1249,2024-12-20 11:35:00,Aurora,CO,Omaha,NE,904.64,Carrier 33629
206657769,Shipper 1249,2024-12-21 07:00:00,Cartersville,GA,Birmingham,AL,749.04,Carrier 1695803
206658073,Shipper 1249,2024-12-22 19:20:00,Fort Collins,CO,Lubbock,TX,1419.69,Carrier 24241
206659537,Shipper 758,2024-12-05 03:10:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 611154
206659545,Shipper 1644,2024-12-03 20:30:00,North Charleston,SC,Laredo,TX,3689.37,Carrier 1687657
206662441,Shipper 1249,2024-12-22 12:14:00,Cartersville,GA,Midway,FL,960.92,Carrier 159867
206665545,Shipper 1175,2024-12-01 12:22:00,Narvon,PA,Philadelphia,PA,726.9,Carrier 1150261
206665737,Shipper 758,2024-12-06 13:00:00,Lodi,CA,Pacific,WA,1955.56,Carrier 86454
206665745,Shipper 1644,2024-12-11 07:58:00,Trenton,MO,Mount Holly,NC,3644.46,Carrier 1070607
206666809,Shipper 1644,2024-12-26 10:15:00,Florence,KY,Swedesboro,NJ,3657.89,Carrier 1492355
206667625,Shipper 1644,2024-12-13 09:00:00,Concord,NC,Portland,OR,5118.33,Carrier 50251
206677145,Shipper 1644,2024-12-05 09:55:00,Del Rio,TX,Mount Holly,NC,4385.93,Carrier 19121
206677161,Shipper 1644,2024-12-08 22:07:00,Del Rio,TX,Mount Holly,NC,5994.56,Carrier 19121
206685889,Shipper 758,2024-12-06 22:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 1556250
206689945,Shipper 1644,2024-12-11 12:14:00,Decatur,IN,Cleveland,NC,2756.61,Carrier 1020455
206690337,Shipper 1644,2024-12-19 07:30:00,Erie,PA,Statesville,NC,2162.07,Carrier 1135169
206692281,Shipper 1644,2024-12-03 14:00:00,Piedmont,SC,Laredo,TX,2450.69,Carrier 1460563
206692289,Shipper 944,2024-12-17 11:00:00,McCook,NE,Rosemount,MN,1887.25,Carrier 944110
206692729,Shipper 1249,2024-12-22 08:30:00,Cartersville,GA,Columbia,SC,860.33,Carrier 1328445
206694073,Shipper 1644,2024-12-16 13:35:00,Decatur,IN,Mount Holly,NC,2272.69,Carrier 30549
206695465,Shipper 1644,2024-12-06 08:00:00,Warren,OH,Mount Holly,NC,2697.21,Carrier 30549
206695473,Shipper 1249,2024-12-14 03:10:00,Fort Collins,CO,Jacksonville,FL,3782.33,Carrier 944110
206695481,Shipper 585,2024-12-18 12:31:00,Crete,IL,Santa Ana,CA,3800.0,Carrier 1005528
206698993,Shipper 758,2024-12-11 00:45:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206699001,Shipper 758,2024-12-14 00:00:00,Taft,CA,Tracy,CA,848.23,Carrier 1558859
206699017,Shipper 1644,2024-12-17 10:00:00,Wapato,WA,Portland,OR,1275.61,Carrier 1076253
206702281,Shipper 1644,2024-12-01 08:55:00,Toledo,OH,Canton,OH,917.32,Carrier 1064075
206704457,Shipper 1644,2024-12-12 16:00:00,Topton,PA,Cleveland,NC,2723.79,Carrier 4997
206704937,Shipper 1249,2024-12-20 14:40:00,Newark,NJ,Johnstown,PA,1095.57,Carrier 961246
206704953,Shipper 1249,2024-12-21 10:50:00,Newark,NJ,Grand Rapids,MI,1082.47,Carrier 83148
206727017,Shipper 968,2024-12-05 16:15:00,Brockton,MA,Newark,NJ,515.0,Carrier 97236
206727233,Shipper 1249,2024-12-20 16:00:00,Fairfield,CA,Union Gap,WA,1936.21,Carrier 1080860
206727801,Shipper 1644,2024-12-03 18:27:00,Wapato,WA,Portland,OR,963.26,Carrier 1373640
206728057,Shipper 1249,2024-12-21 13:02:00,St. Louis,MO,Smoot,WV,1918.88,Carrier 1695805
206732697,Shipper 758,2024-12-13 03:00:00,Henderson,NV,Tracy,CA,912.21,Carrier 53703
206732713,Shipper 968,2024-12-14 12:15:00,Everett,MA,Newark,NJ,515.0,Carrier 97236
206740353,Shipper 1249,2024-12-01 10:12:00,Fairfield,CA,Rapid City,SD,4977.17,Carrier 1052955
206740361,Shipper 1644,2024-12-02 12:30:00,Decatur,IN,Cleveland,NC,2756.61,Carrier 30549
206740377,Shipper 1249,2024-12-18 14:00:00,Jacksonville,FL,Birmingham,AL,711.08,Carrier 1693483
206747913,Shipper 758,2024-12-11 01:30:00,Hawkins,TX,Roanoke,TX,462.07,Carrier 567581
206754289,Shipper 1249,2024-12-08 11:00:00,Fort Collins,CO,Union Gap,WA,2737.44,Carrier 797827
206754297,Shipper 758,2024-12-13 13:55:00,Kent,WA,Spokane,WA,745.04,Carrier 1356147
206754313,Shipper 1644,2024-12-15 18:40:00,Mount Airy,NC,Swedesboro,NJ,1704.69,Carrier 511984
206775177,Shipper 1644,2024-12-01 11:00:00,Paragould,AR,Reno,NV,4324.9,Carrier 1237001
206776153,Shipper 1249,2024-12-20 10:30:00,Jacksonville,FL,Florence,SC,641.44,Carrier 1000776
